Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
0,71.67777777777778,99.87777777777778,1.2346095871395535,0.004056049659675207
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
0,71.67777777777778,99.87777777777778,1.2346095871395535,0.004056049659675207
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,71.67777777777778,99.87777777777778,1.2346095871395535,0.004056049659675207
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
2,73.72222222222223,74.75555555555556,1.0905955268012153,1.0758772474924723
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
3,73.95555555555555,25.711111111111112,1.0680118553373548,4.883632464090983
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
4,73.65555555555555,8.333333333333334,1.0816544890933566,8.492325149536132
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
5,73.17777777777778,3.388888888888889,1.1135245099597506,11.203305138481987
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
0,71.67777777777778,99.87777777777778,1.2346095871395535,0.004056049659675207
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,71.67777777777778,99.87777777777778,1.2346095871395535,0.004056049659675207
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
0,71.67777777777778,99.87777777777778,1.2346095871395535,0.004056049659675207
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,71.67777777777778,99.87777777777778,1.2346095871395535,0.004056049659675207
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
2,73.67777777777778,74.65555555555555,1.0933863578372531,1.082172145207723
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
3,73.96666666666667,25.88888888888889,1.06841794374254,4.870330654991998
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
4,73.76666666666667,8.355555555555556,1.079360837512546,8.49024149746365
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
5,73.32222222222222,3.388888888888889,1.107050748931037,11.184222430759005
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
0,66.87777777777778,99.94444444444444,1.2485109615325927,0.00157208246776362
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,66.87777777777778,99.94444444444444,1.2485109615325927,0.00157208246776362
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
2,70.91111111111111,74.5,1.0550151817533704,0.9395007888476054
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
3,72.31111111111112,26.477777777777778,0.9922626876831054,4.230797138637967
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
4,73.22222222222223,10.333333333333334,0.981614749484592,7.42671561050415
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
5,73.38888888888889,4.7,0.9963476786083645,9.915685838487413
